hide the tears	leon switch & kryptic minds	90	1	2004-09-17
a moment like this	leona lewis	1	19	2006-12-29
better in time	leona lewis	23	3	2008-03-07
better in time / footprints in the sand	leona lewis	2	27	2008-02-29
bleeding love	leona lewis	1	37	2007-11-02
fi under my feet	leona lewis	51	1	2015-06-19
footprints in the sand	leona lewis	25	12	2007-11-23
forgive me	leona lewis	5	10	2008-11-14
forgiveness	leona lewis	46	2	2007-11-02
happy	leona lewis	2	10	2009-01-02
hurt	leona lewis	8	2	2011-12-23
i got you	leona lewis	14	11	2010-02-12
misses glass	leona lewis	98	1	2008-12-12
one mo sleep	leona lewis	3	44	2013-12-13
run	leona lewis	1	44	2008-12-12
stop crying your heart out	leona lewis	29	7	2009-01-02
take a bow	leona lewis	97	1	2007-11-23
the first time ever i saw your face	leona lewis	73	3	2007-11-23
whatever it takes	leona lewis	61	2	2007-11-23
collide	leona lewis & avicii	4	6	2011-09-16
kiss me it's christmas	leona lewis ft ne-yo	87	2	2021-12-31
trouble	leona lewis/childish gambino	7	4	2012-10-19
america - world cup theme 1994	leonard bernstein	44	4	1994-07-01
hallelujah	leonard cohen	36	3	2008-12-26
forgotten dams	leroy anderson and his pops concert orchestra	24	4	1957-06-28
big man in a big house	leroy van dyke	34	3	1962-04-27
walk on by	leroy van dyke	5	17	1962-01-05
unchained melody	les baxter	10	9	1955-05-13
the the bells (the jimmy brown song)	les compagnons de la chanson	21	3	1959-10-09
desiderata	les crane	7	14	1972-02-18
slip away	les enfants	89	2	1985-02-08
groovy kind of love	les gray	32	5	1977-02-25
one day mo	les miserables cast	66	2	2013-01-25
aps la pluie	les negresses vertes	90	1	1995-06-09
the fly (zobi la mouche)	les negresses vertes	93	2	1989-06-23
tabou / makeda	les nubians	93	1	2000-02-04
vaya con dios	les paul and mary ford	7	4	1953-11-20
(hey you) what's that sound?	les rhythmes digitales	76	1	1998-10-16
jaques your body (make me sweat)	les rhythmes digitales	60	2	1999-10-29
sometimes	les rhythmes digitales	56	2	1999-08-06
jacques your body (make me sweat)	les rythmes digitales	9	9	1997-08-01
music makes you lose control	les rythmes digitales	69	2	1998-04-24
sanctus (missa luba)	les troubadours du roi baudouin	28	4	1969-04-11
ave maria	lesley garrett and amanda thompson	16	11	1993-01-01
it's my party	lesley gore	9	12	1963-06-21
maybe i know	lesley gore	20	8	1964-09-25
all my best friends a metalheads	less than jake	51	2	2000-08-04
gainesville rock city	less than jake	57	2	2001-09-07
overrated (everything is) / a still life	less than jake	61	1	2006-05-26
ps shock the world	less than jake	96	1	2006-11-24
she's gonna bak soon	less than jake	39	2	2003-05-23
the science of selling yourself short	less than jake	78	1	2003-09-19
the st of my life	less than jake	77	1	2006-09-08
foggy mountain bakdown	lester flatt and earl scruggs	39	6	1967-11-17
best in me	let loose	8	5	1995-04-28
crazy for you	let loose	2	32	1993-04-23
darling be home soon	let loose	65	1	1996-11-15
everybody say everybody do	let loose	29	6	1995-11-03
make it with you	let loose	7	6	1996-06-21
one night stand	let loose	12	7	1995-01-27
seventeen	let loose	11	14	1994-04-08
take it easy	let loose	25	4	1996-09-06
bizzle bizzle	lethal bizzle	99	1	2007-07-27
fi	lethal bizzle	34	4	2005-10-28
go hard	lethal bizzle	79	3	2009-06-12
mind spinning	lethal bizzle	73	1	2011-07-01
police on my back	lethal bizzle	37	3	2007-10-12
pow (forward)	lethal bizzle	11	8	2004-01-02
uh oh (i'm back)	lethal bizzle	47	3	2005-08-05
wobble	lethal bizzle	98	1	2016-05-27
playground	lethal bizzle & shakka	79	1	2015-07-24
dude	lethal bizzle & stormzy	49	1	2015-11-06
fester skank	lethal bizzle ft diztortion	11	19	2015-04-24
pow 2011	lethal bizzle ft grime all	33	2	2011-02-18
rariworkout	lethal bizzle ft jme & tempa t	11	3	2014-09-05
party right	lethal bizzle ft ruby goe	29	2	2013-09-20
they got it wrong	lethal bizzle ft wiley	74	1	2013-05-03
the drop	lethal bizzle/cherri voncelle	20	2	2014-06-13
something outta nothing	letitia dean and paul medford	12	8	1986-10-24
torn	letoya	35	4	2006-10-06
the way you look tonight	the lettermen	36	3	1961-11-24
a physical psence (ep)	level 42	87	2	1985-06-14
a you hearing (what i hear)	level 42	49	5	1982-05-07
all over you	level 42	26	3	1994-04-29
childn say	level 42	22	6	1987-01-02
fover now	level 42	19	5	1994-02-25
guaranteed	level 42	17	4	1991-08-16
heaven in my hands	level 42	12	5	1988-09-02
hot water	level 42	18	9	1984-08-31
it's over	level 42	10	8	1987-09-11
leaving me now	level 42	15	11	1985-12-06
lessons in love	level 42	3	17	1986-04-25
love games	level 42	38	6	1981-04-17
love in a peaceful world	level 42	31	3	1994-08-05
love meeting love	level 42	61	4	1980-08-29
micro-kid	level 42	37	5	1983-10-21
my father's shoes	level 42	55	1	1992-04-17
out of sight, out of mind	level 42	41	4	1983-04-15
overtime	level 42	62	2	1991-10-18
running in the family	level 42	6	10	1987-02-13
something about you	level 42	6	17	1985-09-20
starchild	level 42	47	4	1981-11-13
take a look	level 42	32	4	1988-10-28
take ca of yourself	level 42	39	3	1989-10-27
the chant has begun	level 42	41	6	1984-11-02
the chinese way	level 42	24	8	1983-01-14
the sun goes down (living it up)	level 42	10	12	1983-07-29
to be with you again	level 42	10	7	1987-04-24
tracie	level 42	25	5	1989-01-20
turn it on	level 42	57	6	1981-08-07
weave your spell	level 42	43	4	1982-10-01
15 years (ep)	levellers	11	5	1992-05-22
belaruse	levellers	12	5	1993-07-09
bozos	levellers	44	2	1998-10-23
celebrate	levellers	28	2	1997-10-17
come on	levellers	44	2	2002-09-20
dog train	levellers	24	6	1997-12-19
exodus - live	levellers	24	3	1996-07-19
fantasy	levellers	16	6	1995-10-13
far from home	levellers	71	1	1991-12-06
happy birthday volution	levellers	57	2	2000-09-08
hope st.	levellers	12	8	1995-08-11
julie ep	levellers	17	5	1994-05-13
just the one	levellers	12	8	1995-12-22
make you happy	levellers	38	2	2005-04-29
one way	levellers	33	4	1991-09-20
this garden	levellers	12	4	1993-10-29
too al	levellers	46	2	1998-03-13
what a beautiful day	levellers	13	5	1997-08-08
wild as angels ep	levellers	34	2	2003-01-17
casanova	levert	9	10	1987-08-21
curious	levert/sweat/gill	23	2	1998-06-05
door #1	levert/sweat/gill	45	2	1998-09-11
my body	levert/sweat/gill	21	3	1998-03-13
ggae ggae sauce song (proper tings)	levi roots ft jo-anne	86	2	2007-03-23
burial	leviticus	66	2	1995-03-24
talk to me	lew kirton	90	2	1983-10-14
young guns	lewi white	86	1	2011-07-22
a cu for minds unwell	lewis capaldi	59	1	2024-01-12
befo you go	lewis capaldi	1	67	2019-11-22
bruises	lewis capaldi	6	54	2019-02-08
forget me	lewis capaldi	1	46	2022-09-16
grace	lewis capaldi	9	42	2018-09-28
haven't you ever been in love befo	lewis capaldi	28	3	2023-05-26
hold me while you wait	lewis capaldi	4	34	2019-05-10
how i'm feeling now	lewis capaldi	24	5	2023-03-24
pointless	lewis capaldi	1	21	2022-12-09
someone you loved	lewis capaldi	1	230	2018-11-16
strangers	lewis capaldi	37	4	2024-01-12
wish you the best	lewis capaldi	1	19	2023-04-21
bittersweet	lewis taylor	86	1	1997-04-18
lucky	lewis taylor	83	1	1997-08-15
18 with a bullet	lewis taylor/carleen anderson	83	1	1998-11-13
calling	lewis watson	69	1	2013-07-12
into the wild	lewis watson	86	1	2013-04-05
a bridge over you	lewisham & greenwich nhs choir	1	2	2015-12-25
saturday night beneath the plastic palm tes	leyton buzzards	53	5	1979-03-02
afraid to feel	lf system	1	61	2022-06-03
every other time	lfo	24	3	2002-04-26
fak	lfo	79	2	2003-09-05
lfo	lfo	12	10	1990-07-13
tied up	lfo	85	1	1994-12-02
we a back	lfo	47	3	1991-07-05
what is house (ep)	lfo	62	2	1992-01-31
everybody sees it on my face	lhb	90	1	2002-04-19
i need a man	li kwan	51	2	1994-12-16
futu fjp / heartbeat	liaisons d	96	1	1990-03-16
the city is at standstill	liam frost & slowdown family	74	1	2006-09-08
the mourners of st paul's	liam frost & slowdown family	86	1	2006-06-16
all you' daming of	liam gallagher	24	5	2020-12-04
bold	liam gallagher	60	1	2017-10-13
chinatown	liam gallagher	56	1	2017-07-07
diamond in the dark	liam gallagher	65	1	2022-06-03
everything's electric	liam gallagher	18	7	2022-02-11
for what it's worth	liam gallagher	33	9	2017-08-18
gedy soul	liam gallagher	56	1	2017-10-13
now that i've found you	liam gallagher	61	1	2019-09-27
once	liam gallagher	49	4	2019-08-02
one of us	liam gallagher	50	3	2019-08-23
shockwave	liam gallagher	22	2	2019-06-14
wall of glass	liam gallagher	21	13	2017-06-02
just another rainbow	liam gallagher & john squire	16	1	2024-01-12
united states of whatever	liam lynch	10	9	2002-12-06
coney island	liam neeson	88	2	1994-07-29
all i want (for christmas)	liam payne	73	1	2019-12-27
bedroom floor	liam payne	21	13	2017-10-27
familiar	liam payne & j balvin	14	19	2018-04-27
naughty list	liam payne ft dixie d'amelio	48	6	2020-12-04
strip that down	liam payne ft quavo	3	25	2017-05-26
stack it up	liam payne/a boogie wit da	84	2	2019-09-27
for you (fifty shades fed)	liam payne/rita ora	8	17	2018-01-12
fins to make us mo fish-like	liars	85	1	2002-11-15
the's always room on the broom	liars	74	1	2004-02-20
libera	libera	88	1	1995-06-23
i don't ca	liberace	28	1	1956-10-19
unchained melody	liberace	20	3	1955-06-17
liberation	liberation	28	3	1992-10-23
can't stand me now	libertines	2	6	2004-08-20
don't look back into the sun	libertines	11	4	2003-08-29
i get along	libertines	99	1	2004-04-23
time for heroes	libertines	20	5	2003-01-24
up the bracket	libertines	29	4	2002-10-11
what a waster	libertines	37	2	2002-06-14
what became of the likely lads	libertines	9	7	2004-11-05
doin' it	liberty	14	6	2001-12-14
thinking it over	liberty	5	8	2001-10-05
that's what i got	liberty city	88	1	1995-06-09
a night to member	liberty x	6	8	2005-11-25
everybody cries	liberty x	13	5	2004-01-23
got to have your love	liberty x	2	20	2002-09-20
holding on for you	liberty x	5	13	2002-12-13
jumpin'	liberty x	6	7	2003-10-31
just a little	liberty x	1	18	2002-05-24
song 4 lovers	liberty x	5	10	2005-10-07
x	liberty x	47	2	2006-06-30
people	libianca	2	42	2023-01-06
overthrown	libido	53	2	1998-01-30
the second coming	libido	80	1	1996-11-29
anomaly - calling your name	libra	71	1	1996-10-25
i like it	libra libra	85	2	1987-01-23
anomaly - calling your name	libra pts taylor	43	2	2000-03-17
stand up!	lick	88	1	1995-08-11
can't help falling in love	lick the tins	42	9	1986-03-21
the belle of belfast city	lick the tins	99	1	1986-09-19
desperate dan	lieutenant pigeon	17	10	1972-12-15
mouldy old dough	lieutenant pigeon	1	19	1972-09-15
weeds	life of agony	91	1	1997-09-19
hanging by a moment	lifehouse	25	4	2001-09-07
spin	lifehouse	77	1	2003-01-31
discopolis	lifelike & kris menace	89	1	2006-12-01
i shot the sheriff	light of the world	40	5	1981-01-16
i'm so happy / time	light of the world	35	6	1981-03-27
jealous lover	light of the world	80	2	1983-08-12
london town	light of the world	41	5	1980-10-17
london town '85	light of the world	79	2	1985-06-28
midnight groovin'	light of the world	72	1	1979-07-13
ride the love train	light of the world	49	3	1981-11-20
swingin'	light of the world	45	5	1979-04-13
hey dj	lighter shade of brown	33	3	1994-07-08
join me	lightforce	53	2	2000-10-27
fe	lighthouse family	6	9	2001-11-23
goodbye heartbak	lighthouse family	14	8	1996-09-20
happy	lighthouse family	51	2	2002-07-05
high	lighthouse family	4	15	1998-01-09
lifted	lighthouse family	4	12	1995-05-26
lost in space	lighthouse family	6	8	1998-06-26
loving every minute	lighthouse family	20	7	1996-12-20
ocean drive	lighthouse family	11	11	1995-10-13
postcard from heaven	lighthouse family	24	9	1999-01-08
question of faith	lighthouse family	21	7	1998-10-09
raincloud	lighthouse family	6	8	1997-10-10
run	lighthouse family	30	5	2002-03-08
ady or not	lightning seeds	20	6	1996-03-08
change	lightning seeds	13	6	1995-01-13
life's too short	lightning seeds	27	5	1999-11-26
lucky you	lightning seeds	15	8	1994-08-19
marvellous	lightning seeds	24	5	1995-04-14
perfect	lightning seeds	18	5	1995-07-21
pu	the lightning seeds	16	10	1989-07-07
sense	the lightning seeds	31	5	1992-05-29
sugar coated iceberg	lightning seeds	12	4	1997-01-17
sweetest soul sensations	lightning seeds	67	1	2000-03-17
the life of riley	the lightning seeds	28	6	1992-03-13
what if...	lightning seeds	14	7	1996-11-01
what you say	lightning seeds	41	8	1997-12-12
you showed me	lightning seeds	8	7	1997-04-25
tell me what it's worth	lightspeed champion	72	1	2008-01-25
glad u came	liilz ft ziezie	15	9	2022-03-11
june gloom	like	75	1	2006-03-17
al spill	lil baby	36	2	2022-10-21
california beze	lil baby	26	5	2022-10-21
close friends	lil baby	68	2	2018-10-12
detox	lil baby	95	1	2022-09-09
emotionally scard	lil baby	78	1	2020-03-06
fover	lil baby	43	2	2022-10-21
in a minute	lil baby	44	9	2022-04-15
right on	lil baby	78	1	2022-04-15
sum 2 prove	lil baby	94	1	2020-01-17
the bigger pictu	lil baby	54	2	2020-06-19
woah	lil baby	66	4	2019-11-15
yes indeed	lil baby & drake	46	5	2018-05-25
drip too hard	lil baby & gunna	28	13	2018-09-21
voice of the heroes	lil baby & lil durk	62	1	2021-06-11
who i want	lil baby & lil durk	83	1	2021-06-11
we paid	lil baby ft 42 dugg	89	2	2020-07-03
heatin up	lil baby ft gunna	66	1	2020-03-06
never cover	lil baby/gunna/drake	46	3	2018-10-12
hats off	lil baby/lil durk/travis scott	63	1	2021-06-11
bow wow (that's my name)	lil bow wow	6	10	2001-04-13
earth	lil dicky	21	9	2019-04-26
faky friday	lil dicky ft chris brown	1	21	2018-03-23
ahhh ha	lil durk	99	1	2022-03-18
no interviews	lil durk	85	1	2022-03-18
pelle coat	lil durk	75	1	2023-06-02
what happened to virgil	lil durk ft gunna	70	1	2022-03-18
all my life	lil durk ft j cole	14	11	2023-05-19
do you member	lil jon	23	5	2010-01-29
get low / lovers & friends	lil jon & the east side boyz	10	8	2005-05-13
roll call / what u gon' do	lil jon & the east side boyz	38	3	2005-02-11
clap your hands	lil louis & the party	77	1	1997-10-31
mathematical disspect	lil mabu	27	6	2023-05-12
mr take ya b*tch	lil mabu/chriseanrock	99	1	2023-11-10
oslo	lil macks	66	2	2022-03-25
shawty get loose	lil mama ft chris brown/t pain	57	2	2008-05-09
shawty get loose	lil mama/chris brown/t-pain	69	4	2008-05-23
ach	lil mo' yin yang	28	2	1996-03-08
blueberry faygo	lil mosey	9	27	2020-02-14
stuck in a dam	lil mosey ft gunna	83	1	2019-11-15
holiday	lil nas x	23	10	2020-11-20
j christ	lil nas x	59	1	2024-01-19
montero (call me by your name)	lil nas x	1	34	2021-04-02
old town road	lil nas x	1	47	2019-03-29
panini	lil nas x	21	20	2019-06-28
star walkin'	lil nas x	40	9	2022-09-30
sun goes down	lil nas x	42	5	2021-05-28
thats what i want	lil nas x	10	28	2021-09-24
rodeo	lil nas x & cardi b	55	3	2019-06-28
industry baby	lil nas x & jack harlow	3	37	2021-07-30
life is beautiful	lil peep	87	1	2018-11-16
falling down	lil peep & xxxtentacion	10	10	2018-09-28
mya mills	lil pino	50	3	2020-02-14
esskeetit	lil pump	89	2	2018-04-20
gucci gang	lil pump	27	15	2017-10-20
i	lil skies	93	1	2019-03-08
did it again	lil tecca	84	2	2019-09-06
love me	lil tecca	66	9	2019-09-06
never left	lil tecca	50	2	2021-05-14
ransom	lil tecca	7	31	2019-06-21
beat the odds	lil tjay	41	4	2022-09-02
f.n	lil tjay	69	11	2019-08-30
in my head	lil tjay	18	9	2022-04-08
losses	lil tjay	84	1	2020-11-06
move on	lil tjay	65	1	2020-11-27
calling my phone	lil tjay & 6lack	2	17	2021-02-19
not in the mood	lil tjay ft fivio foreign	75	1	2021-10-29
zoo york	lil tjay/fivio foreign/smoke	65	2	2020-05-15
run it up	lil tjay/offset/moneybagg yo	63	1	2021-04-09
headshot	lil tjay/polo g/fivio foreign	40	6	2021-03-26
baby pluto	lil uzi vert	36	1	2020-03-13
flooded the face	lil uzi vert	63	1	2023-07-07
futsal shuffle 2020	lil uzi vert	57	3	2019-12-20
just wanna rock	lil uzi vert	30	19	2022-10-28
myron	lil uzi vert	58	1	2020-03-20
new patek	lil uzi vert	68	1	2018-09-28
p2	lil uzi vert	37	3	2020-03-13
that way	lil uzi vert	47	3	2020-03-06
xo tour llif3	lil uzi vert	25	39	2017-04-14
watch this	lil uzi vert & arizonatears	69	6	2023-02-24
endless fashion	lil uzi vert ft nicki minaj	75	1	2023-07-07
the way life goes	lil uzi vert ft nicki minaj	87	3	2017-11-10
aye	lil uzi vert ft travis scott	94	1	2023-07-07
how to love	lil wayne	48	7	2011-06-17
lollipop	lil wayne	26	19	2008-04-25
uproar	lil wayne	99	1	2018-10-12
whats wrong with them	lil wayne	83	1	2010-10-15
mrs officer	lil wayne ft bobby & kidd kidd	57	4	2008-11-28
mirror	lil wayne ft bruno mars	17	12	2011-12-16
6 foot 7 foot	lil wayne ft corey gunz	71	2	2010-01-01
believe me	lil wayne ft drake	36	4	2014-06-13
right above it	lil wayne ft drake	37	3	2010-09-10
she will	lil wayne ft drake	58	2	2011-09-02
drop the world	lil wayne ft eminem	51	13	2010-01-22
mona lisa	lil wayne ft kendrick lamar	21	3	2018-10-05
what's wrong with them	lil wayne ft nicki minaj	100	2	2010-10-22
let it fly	lil wayne ft travis scott	41	1	2018-10-05
don't cry	lil wayne ft xxxtentacion	28	2	2018-10-05
love me	lil wayne/drake/future	44	6	2013-03-01
sucker for pain	lil wayne/wiz khalifa/imagine	11	22	2016-08-05
poland	lil yachty	30	3	2022-10-21
oprah's bank account	lil yachty/da baby/drake	54	2	2020-03-20
checkin' it out	lil' chris	3	16	2006-09-29
figu it out	lil' chris	57	1	2007-03-09
gettin' enough	lil' chris	17	7	2006-12-15
we don't have to take our clothes off	lil' chris	63	4	2007-10-12
we dont have to take our clothes off	lil' chris	68	2	2007-09-28
come home	lil' devious	55	2	2001-09-14
sunshine	lil' flip	14	4	2004-10-29
crush on you	lil' kim	23	5	1997-07-04
lighters up	lil' kim	12	12	2005-11-18
no matter what they say	lil' kim	35	2	2000-09-01
not tonight	lil' kim	11	5	1997-08-15
whoa	lil' kim	43	3	2006-05-26
the jump off	lil' kim ft mr cheeks	16	8	2003-05-09
in the air tonite	lil' kim ft phil collins	26	2	2001-09-21
no time	lil' kim ft puff daddy	45	2	1997-04-25
fnch kiss	lil' louis	2	11	1989-07-28
i called you	lil' louis and the world	16	6	1990-01-12
nyce and slo	lil' louis and the world	89	1	1990-07-20
saved my life	lil' louis and the world	74	1	1992-09-25
little love	lil' love	34	2	2005-08-26
ach	lil' mo' yin yang	91	4	2002-08-16
my baby	lil' romeo	67	1	2001-09-21
superwoman	lil'mo	80	1	2001-08-10
5 minutes	lil'mo ft missy elliott	72	1	1998-11-20
all for love and love for all	lilac time	77	2	1990-04-27
american eyes	lilac time	94	1	1989-08-04
black velvet	lilac time	99	1	1988-12-02
turn to yesterday	lilac time	82	5	1988-07-22
you've got to love	lilac time	79	3	1988-10-14
never be alone	lilian	92	1	2014-06-06
downtown	lillo thomas	77	2	1987-08-07
i'm in love	lillo thomas	54	3	1987-05-29
settle down	lillo thomas	66	3	1985-04-19
sexy girl	lillo thomas	23	5	1987-03-20
prayer in c	lilly wood & robin schulz	1	48	2014-09-05
22	lily allen	14	12	2009-07-31
air balloon	lily allen	7	8	2014-03-14
alfie	lily allen	22	11	2007-02-16
alfie / shame for you	lily allen	15	8	2007-03-16
hard out he	lily allen	9	4	2013-11-29
ldn	lily allen	6	17	2006-09-29
littlest things	lily allen	21	8	2006-12-15
not fair	lily allen	5	27	2009-04-03
our time	lily allen	43	7	2014-03-21
smile	lily allen	1	37	2006-07-07
somewhe only we know	lily allen	1	18	2013-11-22
the fear	lily allen	1	22	2009-02-06
url badman	lily allen	93	1	2014-07-25
who'd have known	lily allen	39	5	2009-11-27
andante andante	lily james	61	1	2018-08-03
mamma mia	lily james/keenan wynn/davies	57	5	2018-08-10
ain't love crazy	lilygreen & maguire	66	1	2012-06-22
a nanny in manhattan	lilys	16	8	1998-02-20
love in your eyes	limahl	80	5	1986-05-02
never ending story	limahl	4	14	1984-10-12
only for love	limahl	16	9	1983-11-04
too much trouble	limahl	64	3	1984-06-01
unexpected lovers	lime	78	2	1985-08-16
say yeah	limit	17	8	1985-01-04
a walkin' miracle	limmie and the family cookin'	6	10	1974-04-05
damboat	limmie and the family cookin'	31	5	1973-10-19
you can do magic	limmie and the family cookin'	3	13	1973-07-20
behind blue eyes	limp bizkit	18	9	2003-12-05
boiler	limp bizkit	18	5	2001-11-09
eat you alive	limp bizkit	10	8	2003-09-26
my generation	limp bizkit	15	10	2000-11-10
my way	limp bizkit	6	10	2001-06-22
rollin'	limp bizkit	1	13	2001-01-26
take a look around (theme from mi 2)	limp bizkit	3	18	2000-07-14
playa no mo'	lina	46	3	2001-03-02
feels so good (show me your love)	lina santiago	84	1	1996-06-21
sold my rock n' roll (gave it for funky soul)	linda and the funky boys	36	4	1976-06-04
highwi	linda carr and the love squad	15	8	1975-07-11
bridge over troubled water	linda clifford	28	7	1979-05-04
going back to my roots 2002	linda clifford	85	1	2002-07-12
if my friends could see me now	linda clifford	50	5	1978-06-09
runaway love	linda clifford	95	1	1984-11-02
sunshine	linda clifford	99	1	2002-09-13
i will see you the	linda kendrick	41	3	1969-04-18
baby i'm yours	linda lewis	33	6	1976-04-16
i'd be surprisingly good for you	linda lewis	40	5	1979-06-01
it's in his kiss	linda lewis	6	8	1975-07-11
rock-a-doodle-doo	linda lewis	15	11	1973-06-01
eye contact	linda lusardi	91	2	1986-10-31
why me	linda martin	59	2	1992-05-29
the light comes from within	linda mccartney	56	2	1999-02-05
wide prairie	linda mccartney	74	2	1998-11-20
alison	linda ronstadt	66	2	1979-05-25
blue bayou	linda ronstadt	35	4	1978-01-27
i knew you when	linda ronstadt	90	2	1983-02-04
tracks of my tears	linda ronstadt	42	3	1976-05-07
all my life	linda ronstadt and aaron neville	96	1	1990-02-09
don't know much	linda ronstadt and aaron neville	2	12	1989-11-10
somewhe out the	linda ronstadt and james ingram	8	13	1987-07-10
don't bet money honey	linda scott	50	1	1961-09-15
i've told every little star	linda scott	7	13	1961-05-19
all fall down	lindisfarne	34	5	1972-09-22
juke box gypsy	lindisfarne	56	4	1978-10-06
lady eleanor	lindisfarne	3	11	1972-05-12
meet me on the corner	lindisfarne	5	11	1972-02-25
run for home	lindisfarne	10	15	1978-06-02
no dam impossible	lindsay	32	5	2001-05-11
over	lindsay lohan	27	3	2005-05-06
trouble	lindsey buckingham	31	7	1982-01-15
echo my heart	lindy layton	42	2	1991-01-25
show me	lindy layton	47	1	1993-10-29
we got the love	lindy layton	38	3	1993-04-23
without you	lindy layton	71	2	1991-08-30
silly games ft janet kay	lindy layton featuring janet kay	22	7	1990-08-10
keep aching out for love	liner	49	3	1979-03-09
you and me	liner	44	3	1979-05-25
antacid	link	100	1	1995-03-31
whatcha gone do?	link	48	2	1998-11-06
baking the habit	linkin park	39	2	2004-06-18
bleed it out	linkin park	29	8	2007-08-17
burn it down	linkin park	27	6	2012-04-27
crawling	linkin park	16	8	2001-04-20
faint	linkin park	15	8	2003-06-20
fighting myself	linkin park	81	1	2023-03-31
high voltage / points of authority	linkin park	9	6	2002-08-02
in the end	linkin park	8	24	2001-10-19
iridescent	linkin park	93	1	2011-06-10
leave out all the st	linkin park	90	1	2008-07-25
lost	linkin park	18	3	2023-02-17
new divide	linkin park	19	14	2009-06-19
numb	linkin park	14	10	2003-09-19
one step closer	linkin park	24	5	2001-01-26
papercut	linkin park	14	7	2001-06-29
rolling in the deep	linkin park	42	2	2011-07-15
shadow of the day	linkin park	46	4	2007-11-16
somewhe i belong	linkin park	10	9	2003-03-28
the catalyst	linkin park	40	3	2010-09-17
until it's gone	linkin park	78	1	2014-05-16
waiting for the end	linkin park	90	1	2010-11-19
what i've done	linkin park	6	32	2007-04-13
a light that never comes	linkin park & steve aoki	34	2	2013-09-27
heavy	linkin park ft kiiara	43	2	2017-02-24
marquis	linoleum	73	1	1997-07-11
on a tuesday	linoleum	80	1	1997-04-25
the terrace	linus loves	90	1	2003-07-04
stand back	linus loves ft sam obernik	31	3	2003-11-21
billie jean (got soul)	linx	82	1	1997-03-21
can't help myself	linx	55	3	1981-11-20
intuition	linx	7	11	1981-03-06
plaything	linx	48	3	1982-07-09
so this is romance	linx	15	9	1981-09-04
throw away the key	linx	21	9	1981-06-12
you' lying	linx	15	10	1980-09-19
happy endings (give yourself a pinch)	lionel bart	68	6	1989-11-24
all night long (all night)	lionel richie	2	16	1983-09-30
angel	lionel richie	18	5	2000-10-20
ballerina girl	lionel richie	17	8	1986-12-19
closest thing to heaven	lionel richie	26	3	1998-06-26
dancing on the ceiling	lionel richie	7	11	1986-07-25
do it to me	lionel richie	33	6	1992-05-08
don't stop the music	lionel richie	34	6	2000-12-22
don't wanna lose you	lionel richie	17	10	1996-04-05
hello	lionel richie	1	15	1984-03-09
i call it love	lionel richie	45	6	2006-09-29
i forgot	lionel richie	34	3	2001-06-22
just for you	lionel richie	20	4	2004-03-19
love oh love	lionel richie	52	4	1992-11-27
love will conquer all	lionel richie	45	5	1986-10-10
my destiny	lionel richie	7	13	1992-08-21
my love	lionel richie	70	6	1983-04-22
penny lover	lionel richie	18	7	1984-10-19
running with the night	lionel richie	9	12	1983-12-02
say you, say me	lionel richie	8	13	1985-11-15
sela	lionel richie	43	6	1987-03-27
still in love	lionel richie	66	2	1996-11-22
stuck on you	lionel richie	12	12	1984-06-22
tender heart	lionel richie	29	3	2001-03-16
truly	lionel richie	6	12	1982-01-01
you a	lionel richie	43	7	1983-01-28
just go	lionel richie ft akon	52	3	2009-03-27
to love a woman	lionel richie/enrique iglesias	19	4	2003-04-25
carnival	lionrock	34	2	1993-10-22
fi up the shoesaw	lionrock	43	2	1996-07-26
lionrock	lionrock	63	1	1992-12-04
packet of peace	lionrock	32	3	1993-05-07
project now	lionrock	97	1	1996-11-08
rude boy rock	lionrock	20	3	1998-03-13
scatter & swing	lionrock	54	2	1998-05-29
she's on the train	lionrock	77	1	1997-07-18
straight at yer head	lionrock	33	2	1996-04-05
tripwi	lionrock	44	2	1994-08-26
wet roads glisten	lionrock	80	1	1997-05-23
funkytown	lipps inc	2	13	1980-05-16
faks	lippy lou	76	1	1995-10-20
liberation	lippy lou	57	3	1995-04-21
back for good	lipstick	95	1	1995-06-23
closer	liquid	47	2	1995-10-20
liquid love ep	liquid	93	1	1994-03-18
orlando dawn	liquid	53	2	2000-10-20
strong	liquid	59	2	1998-07-24
sweet harmony	liquid	14	10	1995-07-07
sweet harmony (ep)	liquid	15	6	1992-03-20
the futu music (ep)	liquid	59	2	1992-09-04
time to get up	liquid	46	2	1993-03-19
diving faces	liquid child	25	3	1998-12-11
turn to atlantis	liquid child	96	1	1999-12-03
anyway you do it	liquid gold	41	7	1978-12-01
dance yourself dizzy	liquid gold	2	14	1980-02-22
don't panic	liquid gold	42	5	1981-03-27
substitute	liquid gold	8	9	1980-05-30
the night, the wine and the roses	liquid gold	32	7	1980-10-31
whe did we go wrong	liquid gold	56	4	1982-08-20
the planet dance	liquid oxygen	56	3	1990-04-27
monster	liquid people vs simple minds	67	2	2002-07-19
it's my life	liquid people vs talk talk	64	2	2003-06-20
falling	liquid state ft marcella woods	60	1	2002-03-29
lalisa	lisa	68	1	2021-09-17
money	lisa	46	8	2021-10-08
fascinated	lisa b	35	3	1993-09-24
glam	lisa b	49	2	1993-06-11
you and me	lisa b	39	4	1994-01-07
doctor's orders	lisa carter	78	3	1988-07-29
unbelievable	lisa lashes	63	4	2000-07-07
what can you do 4 me	lisa lashes	52	5	2003-10-24
